numeral,enticve1,entifed1,ubicageo_e,municip1,vehreptt,vehrep1,vehrep2,vehrep3,vehreps1,vehrep4,vehrep5,vehrep6,vehreps2,vehrep8,vehrep9,vehrep10,vehreps3,vehrep12,vehrep13,vehrep14
1173,20,OAXACA,20162,SAN JERONIMO TAVICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,20,OAXACA,20163,SAN JERONIMO TECOATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,20,OAXACA,20164,SAN JORGE NUCHITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,20,OAXACA,20165,SAN JOSE AYUQUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,20,OAXACA,20166,SAN JOSE CHILTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,20,OAXACA,20167,SAN JOSE DEL PEÑASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,20,OAXACA,20168,SAN JOSE ESTANCIA GRANDE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1180,20,OAXACA,20169,SAN JOSE INDEPENDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,20,OAXACA,20170,SAN JOSE LACHIGUIRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,20,OAXACA,20171,SAN JOSE TENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,20,OAXACA,20172,SAN JUAN ACHIUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,20,OAXACA,20173,SAN JUAN ATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,20,OAXACA,20174,ANIMAS TRUJANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,20,OAXACA,20175,SAN JUAN BAUTISTA ATATLAHUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,20,OAXACA,20176,SAN JUAN BAUTISTA COIXTLAHUACA,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,0
1188,20,OAXACA,20177,SAN JUAN BAUTISTA CUICATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,20,OAXACA,20178,SAN JUAN BAUTISTA GUELACHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,20,OAXACA,20179,SAN JUAN BAUTISTA JAYACATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,20,OAXACA,20180,SAN JUAN BAUTISTA LO DE SOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,20,OAXACA,20181,SAN JUAN BAUTISTA SUCHITEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,20,OAXACA,20182,SAN JUAN BAUTISTA TLACOATZINTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,20,OAXACA,20183,SAN JUAN BAUTISTA TLACHICHILCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,20,OAXACA,20184,SAN JUAN BAUTISTA TUXTEPEC,11,3,8,0,0,0,0,0,0,0,0,0,11,3,8,0
1196,20,OAXACA,20185,SAN JUAN CACAHUATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,20,OAXACA,20186,SAN JUAN CIENEGUILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,20,OAXACA,20187,SAN JUAN COATZOSPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,20,OAXACA,20188,SAN JUAN COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,20,OAXACA,20189,SAN JUAN COMALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,20,OAXACA,20190,SAN JUAN COTZOCON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,20,OAXACA,20191,SAN JUAN CHICOMEZUCHIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,20,OAXACA,20192,SAN JUAN CHILATECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,20,OAXACA,20193,SAN JUAN DEL ESTADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,20,OAXACA,20194,SAN JUAN DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,20,OAXACA,20195,SAN JUAN DIUXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,20,OAXACA,20196,SAN JUAN EVANGELISTA ANALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,20,OAXACA,20197,SAN JUAN GUELAVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,20,OAXACA,20198,SAN JUAN GUICHICOVI,15,0,15,0,0,0,0,0,0,0,0,0,15,0,15,0
1210,20,OAXACA,20199,SAN JUAN IHUALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,20,OAXACA,20200,SAN JUAN JUQUILA MIXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,20,OAXACA,20201,SAN JUAN JUQUILA VIJANOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,20,OAXACA,20202,SAN JUAN LACHAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,20,OAXACA,20203,SAN JUAN LACHIGALLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,20,OAXACA,20204,SAN JUAN LAJARCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,20,OAXACA,20205,SAN JUAN LALANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,20,OAXACA,20206,SAN JUAN DE LOS CUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,20,OAXACA,20207,SAN JUAN MAZATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,20,OAXACA,20208,SAN JUAN MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,20,OAXACA,20209,SAN JUAN MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,20,OAXACA,20210,SAN JUAN ÑUMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,20,OAXACA,20211,SAN JUAN OZOLOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,20,OAXACA,20212,SAN JUAN PETLAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,20,OAXACA,20213,SAN JUAN QUIAHIJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,20,OAXACA,20214,SAN JUAN QUIOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,20,OAXACA,20215,SAN JUAN SAYULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,20,OAXACA,20216,SAN JUAN TABAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,20,OAXACA,20217,SAN JUAN TAMAZOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,20,OAXACA,20218,SAN JUAN TEITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,20,OAXACA,20219,SAN JUAN TEITIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,20,OAXACA,20220,SAN JUAN TEPEUXILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,20,OAXACA,20221,SAN JUAN TEPOSCOLULA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1233,20,OAXACA,20222,SAN JUAN YAEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,20,OAXACA,20223,SAN JUAN YATZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,20,OAXACA,20224,SAN JUAN YUCUITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,20,OAXACA,20225,SAN LORENZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,20,OAXACA,20226,SAN LORENZO ALBARRADAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,20,OAXACA,20227,SAN LORENZO CACAOTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1239,20,OAXACA,20228,SAN LORENZO CUAUNECUILTITLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,20,OAXACA,20229,SAN LORENZO TEXMELUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,20,OAXACA,20230,SAN LORENZO VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,20,OAXACA,20231,SAN LUCAS CAMOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,20,OAXACA,20232,SAN LUCAS OJITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,20,OAXACA,20233,SAN LUCAS QUIAVINI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,20,OAXACA,20234,SAN LUCAS ZOQUIAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,20,OAXACA,20235,SAN LUIS AMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,20,OAXACA,20236,SAN MARCIAL OZOLOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,20,OAXACA,20237,SAN MARCOS ARTEAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,20,OAXACA,20238,SAN MARTIN DE LOS CANSECOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,20,OAXACA,20239,SAN MARTIN HUAMELULPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,20,OAXACA,20240,SAN MARTIN ITUNYOSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,20,OAXACA,20241,SAN MARTIN LACHILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,20,OAXACA,20242,SAN MARTIN PERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,20,OAXACA,20243,SAN MARTIN TILCAJETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,20,OAXACA,20244,SAN MARTIN TOXPALAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,20,OAXACA,20245,SAN MARTIN ZACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,20,OAXACA,20246,SAN MATEO CAJONOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,20,OAXACA,20247,CAPULALPAM DE MENDEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,20,OAXACA,20248,SAN MATEO DEL MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,20,OAXACA,20249,SAN MATEO YOLOXOCHITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,20,OAXACA,20250,SAN MATEO ETLATONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,20,OAXACA,20251,SAN MATEO NEJAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,20,OAXACA,20252,SAN MATEO PEÑASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,20,OAXACA,20253,SAN MATEO PIÑAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,20,OAXACA,20254,SAN MATEO RIO HONDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,20,OAXACA,20255,SAN MATEO SINDIHUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,20,OAXACA,20256,SAN MATEO TLAPILTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,20,OAXACA,20257,SAN MELCHOR BETAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,20,OAXACA,20258,SAN MIGUEL ACHIUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,20,OAXACA,20259,SAN MIGUEL AHUEHUETITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,20,OAXACA,20260,SAN MIGUEL ALOAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,20,OAXACA,20261,SAN MIGUEL AMATITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,20,OAXACA,20262,SAN MIGUEL AMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,20,OAXACA,20263,SAN MIGUEL COATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,20,OAXACA,20264,SAN MIGUEL CHICAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,20,OAXACA,20265,SAN MIGUEL CHIMALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,20,OAXACA,20266,SAN MIGUEL DEL PUERTO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1278,20,OAXACA,20267,SAN MIGUEL DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,20,OAXACA,20268,SAN MIGUEL EJUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,20,OAXACA,20269,SAN MIGUEL EL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,20,OAXACA,20270,SAN MIGUEL HUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,20,OAXACA,20271,SAN MIGUEL MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,20,OAXACA,20272,SAN MIGUEL PANIXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,20,OAXACA,20273,SAN MIGUEL PERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,20,OAXACA,20274,SAN MIGUEL PIEDRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,20,OAXACA,20275,SAN MIGUEL QUETZALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,20,OAXACA,20276,SAN MIGUEL SANTA FLOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,20,OAXACA,20277,VILLA SOLA DE VEGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,20,OAXACA,20278,SAN MIGUEL SOYALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,20,OAXACA,20279,SAN MIGUEL SUCHIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,20,OAXACA,20280,VILLA TALEA DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,20,OAXACA,20281,SAN MIGUEL TECOMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,20,OAXACA,20282,SAN MIGUEL TENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,20,OAXACA,20283,SAN MIGUEL TEQUIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,20,OAXACA,20284,SAN MIGUEL TILQUIAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,20,OAXACA,20285,SAN MIGUEL TLACAMAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,20,OAXACA,20286,SAN MIGUEL TLACOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,20,OAXACA,20287,SAN MIGUEL TULANCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,20,OAXACA,20288,SAN MIGUEL YOTAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,20,OAXACA,20289,SAN NICOLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,20,OAXACA,20290,SAN NICOLAS HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,20,OAXACA,20291,SAN PABLO COATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,20,OAXACA,20292,SAN PABLO CUATRO VENADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,20,OAXACA,20293,SAN PABLO ETLA,12,5,7,0,0,0,0,0,0,0,0,0,12,5,7,0
1305,20,OAXACA,20294,SAN PABLO HUITZO,37,15,22,0,0,0,0,0,0,0,0,0,37,15,22,0
1306,20,OAXACA,20295,SAN PABLO HUIXTEPEC,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1307,20,OAXACA,20296,SAN PABLO MACUILTIANGUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,20,OAXACA,20297,SAN PABLO TIJALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,20,OAXACA,20298,SAN PABLO VILLA DE MITLA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1310,20,OAXACA,20299,SAN PABLO YAGANIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,20,OAXACA,20300,SAN PEDRO AMUZGOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,20,OAXACA,20301,SAN PEDRO APOSTOL,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1313,20,OAXACA,20302,SAN PEDRO ATOYAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,20,OAXACA,20303,SAN PEDRO CAJONOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,20,OAXACA,20304,SAN PEDRO COXCALTEPEC CANTAROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,20,OAXACA,20305,SAN PEDRO COMITANCILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,20,OAXACA,20306,SAN PEDRO EL ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,20,OAXACA,20307,SAN PEDRO HUAMELULA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1319,20,OAXACA,20308,SAN PEDRO HUILOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,20,OAXACA,20309,SAN PEDRO IXCATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,20,OAXACA,20310,SAN PEDRO IXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,20,OAXACA,20311,SAN PEDRO JALTEPETONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,20,OAXACA,20312,SAN PEDRO JICAYAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,20,OAXACA,20313,SAN PEDRO JOCOTIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,20,OAXACA,20314,SAN PEDRO JUCHATENGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,20,OAXACA,20315,SAN PEDRO MARTIR,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1327,20,OAXACA,20316,SAN PEDRO MARTIR QUIECHAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,20,OAXACA,20317,SAN PEDRO MARTIR YUCUXACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,20,OAXACA,20318,SAN PEDRO MIXTEPEC,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0
1330,20,OAXACA,20319,SAN PEDRO MIXTEPEC,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1331,20,OAXACA,20320,SAN PEDRO MOLINOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,20,OAXACA,20321,SAN PEDRO NOPALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,20,OAXACA,20322,SAN PEDRO OCOPETATILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,20,OAXACA,20323,SAN PEDRO OCOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,20,OAXACA,20324,SAN PEDRO POCHUTLA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
1336,20,OAXACA,20325,SAN PEDRO QUIATONI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,20,OAXACA,20326,SAN PEDRO SOCHIAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,20,OAXACA,20327,SAN PEDRO TAPANATEPEC,13,10,3,0,0,0,0,0,0,0,0,0,13,10,3,0
1339,20,OAXACA,20328,SAN PEDRO TAVICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,20,OAXACA,20329,SAN PEDRO TEOZACOALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,20,OAXACA,20330,SAN PEDRO TEUTILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,20,OAXACA,20331,SAN PEDRO TIDAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,20,OAXACA,20332,SAN PEDRO TOPILTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,20,OAXACA,20333,SAN PEDRO TOTOLAPAM,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
1345,20,OAXACA,20334,VILLA DE TUTUTEPEC,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0
1346,20,OAXACA,20335,SAN PEDRO YANERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,20,OAXACA,20336,SAN PEDRO YOLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,20,OAXACA,20337,SAN PEDRO Y SAN PABLO AYUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,20,OAXACA,20338,VILLA DE ETLA,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
1350,20,OAXACA,20339,SAN PEDRO Y SAN PABLO TEPOSCOLULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,20,OAXACA,20340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1352,20,OAXACA,20341,SAN PEDRO YUCUNAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,20,OAXACA,20342,SAN RAYMUNDO JALPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,20,OAXACA,20343,SAN SEBASTIAN ABASOLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,20,OAXACA,20344,SAN SEBASTIAN COATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,20,OAXACA,20345,SAN SEBASTIAN IXCAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,20,OAXACA,20346,SAN SEBASTIAN NICANANDUTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,20,OAXACA,20347,SAN SEBASTIAN RIO HONDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,20,OAXACA,20348,SAN SEBASTIAN TECOMAXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,20,OAXACA,20349,SAN SEBASTIAN TEITIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,20,OAXACA,20350,SAN SEBASTIAN TUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,20,OAXACA,20351,SAN SIMON ALMOLONGAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,20,OAXACA,20352,SAN SIMON ZAHUATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,20,OAXACA,20353,SANTA ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,20,OAXACA,20354,SANTA ANA ATEIXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,20,OAXACA,20355,SANTA ANA CUAUHTEMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,20,OAXACA,20356,SANTA ANA DEL VALLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,20,OAXACA,20357,SANTA ANA TAVELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,20,OAXACA,20358,SANTA ANA TLAPACOYAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,20,OAXACA,20359,SANTA ANA YARENI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,20,OAXACA,20360,SANTA ANA ZEGACHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,20,OAXACA,20361,SANTA CATALINA QUIERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,20,OAXACA,20362,SANTA CATARINA CUIXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,20,OAXACA,20363,SANTA CATARINA IXTEPEJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,20,OAXACA,20364,SANTA CATARINA JUQUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,20,OAXACA,20365,SANTA CATARINA LACHATAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,20,OAXACA,20366,SANTA CATARINA LOXICHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,20,OAXACA,20367,SANTA CATARINA MECHOACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,20,OAXACA,20368,SANTA CATARINA MINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,20,OAXACA,20369,SANTA CATARINA QUIANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,20,OAXACA,20370,SANTA CATARINA TAYATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,20,OAXACA,20371,SANTA CATARINA TICUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,20,OAXACA,20372,SANTA CATARINA YOSONOTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,20,OAXACA,20373,SANTA CATARINA ZAPOQUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,20,OAXACA,20374,SANTA CRUZ ACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,20,OAXACA,20375,SANTA CRUZ AMILPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,20,OAXACA,20376,SANTA CRUZ DE BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,20,OAXACA,20377,SANTA CRUZ ITUNDUJIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,20,OAXACA,20378,SANTA CRUZ MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,20,OAXACA,20379,SANTA CRUZ NUNDACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,20,OAXACA,20380,SANTA CRUZ PAPALUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,20,OAXACA,20381,SANTA CRUZ TACACHE DE MINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
