numeral,enticve1,entifed1,ubicageo_e,municip1,vehreptt,vehrep1,vehrep2,vehrep3,vehreps1,vehrep4,vehrep5,vehrep6,vehreps2,vehrep8,vehrep9,vehrep10,vehreps3,vehrep12,vehrep13,vehrep14
469,13,HIDALGO,13012,ATOTONILCO EL GRANDE,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
470,13,HIDALGO,13013,ATOTONILCO DE TULA,32,13,19,0,0,0,0,0,0,0,0,0,32,13,19,0
471,13,HIDALGO,13014,CALNALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,13,HIDALGO,13015,CARDONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,13,HIDALGO,13016,CUAUTEPEC DE HINOJOSA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
474,13,HIDALGO,13017,CHAPANTONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,13,HIDALGO,13018,CHAPULHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,13,HIDALGO,13019,CHILCUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,13,HIDALGO,13020,ELOXOCHITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,13,HIDALGO,13021,EMILIANO ZAPATA,9,2,7,0,0,0,0,0,0,0,0,0,9,2,7,0
479,13,HIDALGO,13022,EPAZOYUCAN,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
480,13,HIDALGO,13023,FRANCISCO I MADERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,13,HIDALGO,13024,HUASCA DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,13,HIDALGO,13025,HUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,13,HIDALGO,13026,HUAZALINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,13,HIDALGO,13027,HUEHUETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,13,HIDALGO,13028,HUEJUTLA DE REYES,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
486,13,HIDALGO,13029,HUICHAPAN,19,15,4,0,0,0,0,0,0,0,0,0,19,15,4,0
487,13,HIDALGO,13030,IXMIQUILPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,13,HIDALGO,13031,JACALA DE LEDEZMA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
489,13,HIDALGO,13032,JALTOCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,13,HIDALGO,13033,JUAREZ HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,13,HIDALGO,13034,LOLOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,13,HIDALGO,13035,METEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,13,HIDALGO,13036,SAN AGUSTIN METZQUITITLAN,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
494,13,HIDALGO,13037,METZTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,13,HIDALGO,13038,MINERAL DEL CHICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,13,HIDALGO,13039,MINERAL DEL MONTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,13,HIDALGO,13040,LA MISION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,13,HIDALGO,13041,MIXQUIAHUALA DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,13,HIDALGO,13042,MOLANGO DE ESCAMILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,13,HIDALGO,13043,NICOLAS FLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,13,HIDALGO,13044,NOPALA DE VILLAGRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,13,HIDALGO,13045,OMITLAN DE JUAREZ,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
503,13,HIDALGO,13046,SAN FELIPE ORIZATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,13,HIDALGO,13047,PACULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,13,HIDALGO,13048,PACHUCA DE SOTO,5,2,3,0,0,0,0,0,0,0,0,0,5,2,3,0
506,13,HIDALGO,13049,PISAFLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,13,HIDALGO,13050,PROGRESO DE OBREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,13,HIDALGO,13051,MINERAL DE LA REFORMA,9,4,5,0,0,0,0,0,0,0,0,0,9,4,5,0
509,13,HIDALGO,13052,SAN AGUSTIN TLAXIACA,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0
510,13,HIDALGO,13053,SAN BARTOLO TUTOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,13,HIDALGO,13054,SAN SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,13,HIDALGO,13055,SANTIAGO DE ANAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,13,HIDALGO,13056,SANTIAGO TULANTEPEC DE LUGO GUERRERO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
514,13,HIDALGO,13057,SINGUILUCAN,14,6,8,0,0,0,0,0,0,0,0,0,14,6,8,0
515,13,HIDALGO,13058,TASQUILLO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
516,13,HIDALGO,13059,TECOZAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,13,HIDALGO,13060,TENANGO DE DORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,13,HIDALGO,13061,TEPEAPULCO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
519,13,HIDALGO,13062,TEPEHUACAN DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,13,HIDALGO,13063,TEPEJI DEL RIO DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,13,HIDALGO,13064,TEPETITLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
522,13,HIDALGO,13065,TETEPANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,13,HIDALGO,13066,VILLA DE TEZONTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
524,13,HIDALGO,13067,TEZONTEPEC DE ALDAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,13,HIDALGO,13068,TIANGUISTENGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,13,HIDALGO,13069,TIZAYUCA,34,18,16,0,0,0,0,0,0,0,0,0,34,18,16,0
527,13,HIDALGO,13070,TLAHUELILPAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
528,13,HIDALGO,13071,TLAHUILTEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,13,HIDALGO,13072,TLANALAPA,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
530,13,HIDALGO,13073,TLANCHINOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,13,HIDALGO,13074,TLAXCOAPAN,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,0
532,13,HIDALGO,13075,TOLCAYUCA,42,18,24,0,0,0,0,0,0,0,0,0,42,18,24,0
533,13,HIDALGO,13076,TULA DE ALLENDE,74,38,36,0,0,0,0,0,0,0,0,0,74,38,36,0
534,13,HIDALGO,13077,TULANCINGO DE BRAVO,33,14,19,0,0,0,0,0,0,0,0,0,33,14,19,0
535,13,HIDALGO,13078,XOCHIATIPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,13,HIDALGO,13079,XOCHICOATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,13,HIDALGO,13080,YAHUALICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,13,HIDALGO,13081,ZACUALTIPAN DE ANGELES,10,2,8,0,0,0,0,0,0,0,0,0,10,2,8,0
539,13,HIDALGO,13082,ZAPOTLAN DE JUAREZ,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,0
540,13,HIDALGO,13083,ZEMPOALA,25,12,13,0,0,0,0,0,0,0,0,0,25,12,13,0
541,13,HIDALGO,13084,ZIMAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,14,JALISCO,14001,ACATIC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
543,14,JALISCO,14002,ACATLAN DE JUAREZ,46,26,20,0,0,0,0,0,0,0,0,0,46,26,20,0
544,14,JALISCO,14003,AHUALULCO DE MERCADO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
545,14,JALISCO,14004,AMACUECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,14,JALISCO,14005,AMATITAN,7,4,3,0,0,0,0,0,0,0,0,0,7,4,3,0
547,14,JALISCO,14006,AMECA,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
548,14,JALISCO,14007,SAN JUANITO DE ESCOBEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,14,JALISCO,14008,ARANDAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,14,JALISCO,14009,EL ARENAL,113,39,74,0,0,0,0,0,0,0,0,0,113,39,74,0
551,14,JALISCO,14010,ATEMAJAC DE BRIZUELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,14,JALISCO,14011,ATENGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,14,JALISCO,14012,ATENGUILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,14,JALISCO,14013,ATOTONILCO EL ALTO,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1,0
555,14,JALISCO,14014,ATOYAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,14,JALISCO,14015,AUTLAN DE NAVARRO,23,7,16,0,0,0,0,0,0,0,0,0,23,7,16,0
557,14,JALISCO,14016,AYOTLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
558,14,JALISCO,14017,AYUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,14,JALISCO,14018,LA BARCA,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,0
560,14,JALISCO,14019,BOLAÑOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,14,JALISCO,14020,CABO CORRIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,14,JALISCO,14021,CASIMIRO CASTILLO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
563,14,JALISCO,14022,CIHUATLAN,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0
564,14,JALISCO,14023,ZAPOTLAN EL GRANDE,22,10,12,0,0,0,0,0,0,0,0,0,22,10,12,0
565,14,JALISCO,14024,COCULA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
566,14,JALISCO,14025,COLOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,14,JALISCO,14026,CONCEPCION DE BUENOS AIRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,14,JALISCO,14027,CUAUTITLAN DE GARCIA BARRAGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,14,JALISCO,14028,CUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,14,JALISCO,14029,CUQUIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,14,JALISCO,14030,CHAPALA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
572,14,JALISCO,14031,CHIMALTITAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,14,JALISCO,14032,CHIQUILISTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,14,JALISCO,14033,DEGOLLADO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
575,14,JALISCO,14034,EJUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,14,JALISCO,14035,ENCARNACION DE DIAZ,10,8,2,0,0,0,0,0,0,0,0,0,10,8,2,0
577,14,JALISCO,14036,ETZATLAN,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0
578,14,JALISCO,14037,EL GRULLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,14,JALISCO,14038,GUACHINANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,14,JALISCO,14039,GUADALAJARA,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,0
581,14,JALISCO,14040,HOSTOTIPAQUILLO,21,7,14,0,0,0,0,0,0,0,0,0,21,7,14,0
582,14,JALISCO,14041,HUEJUCAR,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
583,14,JALISCO,14042,HUEJUQUILLA EL ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,14,JALISCO,14043,LA HUERTA,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
585,14,JALISCO,14044,IXTLAHUACAN DE LOS MEMBRILLOS,69,46,23,0,0,0,0,0,0,0,0,0,69,46,23,0
586,14,JALISCO,14045,IXTLAHUACAN DEL RIO,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1,0
587,14,JALISCO,14046,JALOSTOTITLAN,9,2,7,0,0,0,0,0,0,0,0,0,9,2,7,0
588,14,JALISCO,14047,JAMAY,9,2,7,0,0,0,0,0,0,0,0,0,9,2,7,0
589,14,JALISCO,14048,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,14,JALISCO,14049,JILOTLAN DE LOS DOLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,14,JALISCO,14050,JOCOTEPEC,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
592,14,JALISCO,14051,JUANACATLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
593,14,JALISCO,14052,JUCHITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,14,JALISCO,14053,LAGOS DE MORENO,141,72,69,0,0,0,0,0,0,0,0,0,141,72,69,0
595,14,JALISCO,14054,EL LIMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,14,JALISCO,14055,MAGDALENA,51,20,31,0,0,0,0,0,0,0,0,0,51,20,31,0
597,14,JALISCO,14056,SANTA MARIA DEL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,14,JALISCO,14057,LA MANZANILLA DE LA PAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,14,JALISCO,14058,MASCOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,14,JALISCO,14059,MAZAMITLA,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0
601,14,JALISCO,14060,MEXTICACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,14,JALISCO,14061,MEZQUITIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,14,JALISCO,14062,MIXTLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
604,14,JALISCO,14063,OCOTLAN,30,9,21,0,0,0,0,0,0,0,0,0,30,9,21,0
605,14,JALISCO,14064,OJUELOS DE JALISCO,40,12,28,0,0,0,0,0,0,0,0,0,40,12,28,0
606,14,JALISCO,14065,PIHUAMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,14,JALISCO,14066,PONCITLAN,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,0
608,14,JALISCO,14067,PUERTO VALLARTA,43,5,38,0,0,0,0,0,0,0,0,0,43,5,38,0
609,14,JALISCO,14068,VILLA PURIFICACION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,14,JALISCO,14069,QUITUPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,14,JALISCO,14070,EL SALTO,27,24,3,0,0,0,0,0,0,0,0,0,27,24,3,0
612,14,JALISCO,14071,SAN CRISTOBAL DE LA BARRANCA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
613,14,JALISCO,14072,SAN DIEGO DE ALEJANDRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,14,JALISCO,14073,SAN JUAN DE LOS LAGOS,67,30,37,0,0,0,0,0,0,0,0,0,67,30,37,0
615,14,JALISCO,14074,SAN JULIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,14,JALISCO,14075,SAN MARCOS,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
617,14,JALISCO,14076,SAN MARTIN DE BOLAÑOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,14,JALISCO,14077,SAN MARTIN HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,14,JALISCO,14078,SAN MIGUEL EL ALTO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
620,14,JALISCO,14079,GOMEZ FARIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,14,JALISCO,14080,SAN SEBASTIAN DEL OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,14,JALISCO,14081,SANTA MARIA DE LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,14,JALISCO,14082,SAYULA,17,7,10,0,0,0,0,0,0,0,0,0,17,7,10,0
624,14,JALISCO,14083,TALA,19,9,10,0,0,0,0,0,0,0,0,0,19,9,10,0
625,14,JALISCO,14084,TALPA DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,14,JALISCO,14085,TAMAZULA DE GORDIANO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
627,14,JALISCO,14086,TAPALPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,14,JALISCO,14087,TECALITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,14,JALISCO,14088,TECOLOTLAN,6,3,3,0,0,0,0,0,0,0,0,0,6,3,3,0
630,14,JALISCO,14089,TECHALUTA DE MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,14,JALISCO,14090,TENAMAXTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,14,JALISCO,14091,TEOCALTICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,14,JALISCO,14092,TEOCUITATLAN DE CORONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,14,JALISCO,14093,TEPATITLAN DE MORELOS,151,41,110,0,0,0,0,0,0,0,0,0,151,41,110,0
635,14,JALISCO,14094,TEQUILA,17,7,10,0,0,0,0,0,0,0,0,0,17,7,10,0
636,14,JALISCO,14095,TEUCHITLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
637,14,JALISCO,14096,TIZAPAN EL ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,14,JALISCO,14097,TLAJOMULCO DE ZUÑIGA,75,31,44,0,0,0,0,0,0,0,0,0,75,31,44,0
639,14,JALISCO,14098,SAN PEDRO TLAQUEPAQUE,14,12,2,0,0,0,0,0,0,0,0,0,14,12,2,0
640,14,JALISCO,14099,TOLIMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,14,JALISCO,14100,TOMATLAN,5,2,3,0,0,0,0,0,0,0,0,0,5,2,3,0
642,14,JALISCO,14101,TONALA,46,32,14,0,0,0,0,0,0,0,0,0,46,32,14,0
643,14,JALISCO,14102,TONAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,14,JALISCO,14103,TONILA,16,13,3,0,0,0,0,0,0,0,0,0,16,13,3,0
645,14,JALISCO,14104,TOTATICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,14,JALISCO,14105,TOTOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,14,JALISCO,14106,TUXCACUESCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,14,JALISCO,14107,TUXCUECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,14,JALISCO,14108,TUXPAN,26,10,16,0,0,0,0,0,0,0,0,0,26,10,16,0
650,14,JALISCO,14109,UNION DE SAN ANTONIO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
651,14,JALISCO,14110,UNION DE TULA,13,1,12,0,0,0,0,0,0,0,0,0,13,1,12,0
652,14,JALISCO,14111,VALLE DE GUADALUPE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
653,14,JALISCO,14112,VALLE DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,14,JALISCO,14113,SAN GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,14,JALISCO,14114,VILLA CORONA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
656,14,JALISCO,14115,VILLA GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,14,JALISCO,14116,VILLA HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,14,JALISCO,14117,CAÑADAS DE OBREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,14,JALISCO,14118,YAHUALICA DE GONZALEZ GALLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,14,JALISCO,14119,ZACOALCO DE TORRES,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
661,14,JALISCO,14120,ZAPOPAN,7,2,5,0,0,0,0,0,0,0,0,0,7,2,5,0
662,14,JALISCO,14121,ZAPOTILTIC,10,2,8,0,0,0,0,0,0,0,0,0,10,2,8,0
663,14,JALISCO,14122,ZAPOTITLAN DE VADILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,14,JALISCO,14123,ZAPOTLAN DEL REY,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
665,14,JALISCO,14124,ZAPOTLANEJO,94,29,65,0,0,0,0,0,0,0,0,0,94,29,65,0
666,14,JALISCO,14125,SAN IGNACIO CERRO GORDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,15,MEXICO,15001,ACAMBAY DE RUIZ CASTAÑEDA,18,2,16,0,0,0,0,0,0,0,0,0,18,2,16,0
668,15,MEXICO,15002,ACOLMAN,35,8,27,0,0,0,0,0,0,0,0,0,35,8,27,0
669,15,MEXICO,15003,ACULCO,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
670,15,MEXICO,15004,ALMOLOYA DE ALQUISIRAS,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
671,15,MEXICO,15005,ALMOLOYA DE JUAREZ,6,3,3,0,0,0,0,0,0,0,0,0,6,3,3,0
672,15,MEXICO,15006,ALMOLOYA DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,15,MEXICO,15007,AMANALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,15,MEXICO,15008,AMATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,15,MEXICO,15009,AMECAMECA,22,17,5,0,0,0,0,0,0,0,0,0,22,17,5,0
676,15,MEXICO,15010,APAXCO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
677,15,MEXICO,15011,ATENCO,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,0
678,15,MEXICO,15012,ATIZAPAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
679,15,MEXICO,15013,ATIZAPAN DE ZARAGOZA,10,3,7,0,0,0,0,0,0,0,0,0,10,3,7,0
680,15,MEXICO,15014,ATLACOMULCO,54,21,33,0,0,0,0,0,0,0,0,0,54,21,33,0
681,15,MEXICO,15015,ATLAUTLA,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
682,15,MEXICO,15016,AXAPUSCO,17,7,10,0,0,0,0,0,0,0,0,0,17,7,10,0
683,15,MEXICO,15017,AYAPANGO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
684,15,MEXICO,15018,CALIMAYA,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
685,15,MEXICO,15019,CAPULHUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,15,MEXICO,15020,COACALCO DE BERRIOZABAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,15,MEXICO,15021,COATEPEC HARINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,15,MEXICO,15022,COCOTITLAN,20,14,6,0,0,0,0,0,0,0,0,0,20,14,6,0
689,15,MEXICO,15023,COYOTEPEC,23,11,12,0,0,0,0,0,0,0,0,0,23,11,12,0
690,15,MEXICO,15024,CUAUTITLAN,11,4,7,0,0,0,0,0,0,0,0,0,11,4,7,0
691,15,MEXICO,15025,CHALCO,109,19,90,0,0,0,0,0,0,0,0,0,109,19,90,0
692,15,MEXICO,15026,CHAPA DE MOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,15,MEXICO,15027,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,15,MEXICO,15028,CHIAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,15,MEXICO,15029,CHICOLOAPAN,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
696,15,MEXICO,15030,CHICONCUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,15,MEXICO,15031,CHIMALHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,15,MEXICO,15032,DONATO GUERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,15,MEXICO,15033,ECATEPEC DE MORELOS,119,40,79,0,0,0,0,0,0,0,0,0,119,40,79,0
700,15,MEXICO,15034,ECATZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,15,MEXICO,15035,HUEHUETOCA,66,29,37,0,0,0,0,0,0,0,0,0,66,29,37,0
702,15,MEXICO,15036,HUEYPOXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,15,MEXICO,15037,HUIXQUILUCAN,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
704,15,MEXICO,15038,ISIDRO FABELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,15,MEXICO,15039,IXTAPALUCA,65,23,42,0,0,0,0,0,0,0,0,0,65,23,42,0
706,15,MEXICO,15040,IXTAPAN DE LA SAL,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
707,15,MEXICO,15041,IXTAPAN DEL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,15,MEXICO,15042,IXTLAHUACA,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
709,15,MEXICO,15043,XALATLACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,15,MEXICO,15044,JALTENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,15,MEXICO,15045,JILOTEPEC,69,22,47,0,0,0,0,0,0,0,0,0,69,22,47,0
712,15,MEXICO,15046,JILOTZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
