COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
umfau26,"Vertebrados - Mamíferos - Rumiantes (venados, bisontes, borregos) - Kilogramos",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau27,"Vertebrados - Mamíferos - Rumiantes (venados, bisontes, borregos) - Otra unidad de medida",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau28,Vertebrados - Mamíferos - Otro tipo de mamíferos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau29,Vertebrados - Mamíferos - Otro tipo de mamíferos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau30,Vertebrados - Mamíferos - Otro tipo de mamíferos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau31,Vertebrados - Mamíferos - Mamíferos no identificados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau32,Vertebrados - Mamíferos - Mamíferos no identificados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau33,Vertebrados - Mamíferos - Mamíferos no identificados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau34,Vertebrados - Aves - Aves de corral - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau35,Vertebrados - Aves - Aves de corral - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau36,Vertebrados - Aves - Aves de corral - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau37,"Vertebrados - Aves - Aves rapaces (águilas, halcones, gavilanes) - Ejemplares o unidades",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau38,"Vertebrados - Aves - Aves rapaces (águilas, halcones, gavilanes) - Kilogramos",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau39,"Vertebrados - Aves - Aves rapaces (águilas, halcones, gavilanes) - Otra unidad de medida",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau40,"Vertebrados - Aves - Búhos, lechuzas y tecolotes - Ejemplares o unidades",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau41,"Vertebrados - Aves - Búhos, lechuzas y tecolotes - Kilogramos",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau42,"Vertebrados - Aves - Búhos, lechuzas y tecolotes - Otra unidad de medida",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau43,Vertebrados - Aves - Flamencos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau44,Vertebrados - Aves - Flamencos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau45,Vertebrados - Aves - Flamencos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau46,Vertebrados - Aves - Guacamayas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau47,Vertebrados - Aves - Guacamayas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau48,Vertebrados - Aves - Guacamayas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau49,"Vertebrados - Aves - Loros, pericos y cotorros - Ejemplares o unidades",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau50,"Vertebrados - Aves - Loros, pericos y cotorros - Kilogramos",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau51,"Vertebrados - Aves - Loros, pericos y cotorros - Otra unidad de medida",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau52,Vertebrados - Aves - Tucanes - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau53,Vertebrados - Aves - Tucanes - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau54,Vertebrados - Aves - Tucanes - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau55,Vertebrados - Aves - Otro tipo de aves - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau56,Vertebrados - Aves - Otro tipo de aves - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau57,Vertebrados - Aves - Otro tipo de aves - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau58,Vertebrados - Aves - Aves no identificadas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau59,Vertebrados - Aves - Aves no identificadas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau60,Vertebrados - Aves - Aves no identificadas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau61,Vertebrados - Reptiles - Camaleones - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau62,Vertebrados - Reptiles - Camaleones - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau63,Vertebrados - Reptiles - Camaleones - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau64,"Vertebrados - Reptiles - Cocodrilos, caimanes - Ejemplares o unidades",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau65,"Vertebrados - Reptiles - Cocodrilos, caimanes - Kilogramos",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau66,"Vertebrados - Reptiles - Cocodrilos, caimanes - Otra unidad de medida",SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau67,Vertebrados - Reptiles - Gekos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau68,Vertebrados - Reptiles - Gekos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau69,Vertebrados - Reptiles - Gekos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau70,Vertebrados - Reptiles - Iguanas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau71,Vertebrados - Reptiles - Iguanas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau72,Vertebrados - Reptiles - Iguanas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau73,Vertebrados - Reptiles - Lagartijas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau74,Vertebrados - Reptiles - Lagartijas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau75,Vertebrados - Reptiles - Lagartijas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau76,Vertebrados - Reptiles - Serpientes - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau77,Vertebrados - Reptiles - Serpientes - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau78,Vertebrados - Reptiles - Serpientes - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau79,Vertebrados - Reptiles - Tortugas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau80,Vertebrados - Reptiles - Tortugas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau81,Vertebrados - Reptiles - Tortugas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau82,Vertebrados - Reptiles - Otro tipo de reptiles - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau83,Vertebrados - Reptiles - Otro tipo de reptiles - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau84,Vertebrados - Reptiles - Otro tipo de reptiles - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau85,Vertebrados - Reptiles - Reptiles no identificados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau86,Vertebrados - Reptiles - Reptiles no identificados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau87,Vertebrados - Reptiles - Reptiles no identificados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau88,Vertebrados - Anfibios - Ajolotes - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau89,Vertebrados - Anfibios - Ajolotes - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau90,Vertebrados - Anfibios - Ajolotes - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau91,Vertebrados - Anfibios - Ranas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau92,Vertebrados - Anfibios - Ranas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau93,Vertebrados - Anfibios - Ranas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau94,Vertebrados - Anfibios - Salamandras - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau95,Vertebrados - Anfibios - Salamandras - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau96,Vertebrados - Anfibios - Salamandras - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau97,Vertebrados - Anfibios - Sapos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau98,Vertebrados - Anfibios - Sapos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau99,Vertebrados - Anfibios - Sapos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau100,Vertebrados - Anfibios - Otro tipo de anfibios - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau101,Vertebrados - Anfibios - Otro tipo de anfibios - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau102,Vertebrados - Anfibios - Otro tipo de anfibios - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau103,Vertebrados - Anfibios - Anfibios no identificados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau104,Vertebrados - Anfibios - Anfibios no identificados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau105,Vertebrados - Anfibios - Anfibios no identificados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau106,Vertebrados - Peces - Anguilas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau107,Vertebrados - Peces - Anguilas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau108,Vertebrados - Peces - Anguilas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau109,Vertebrados - Peces - Atunes - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau110,Vertebrados - Peces - Atunes - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau111,Vertebrados - Peces - Atunes - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau112,Vertebrados - Peces - Bagres - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau113,Vertebrados - Peces - Bagres - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau114,Vertebrados - Peces - Bagres - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau115,Vertebrados - Peces - Carpas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau116,Vertebrados - Peces - Carpas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau117,Vertebrados - Peces - Carpas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau118,Vertebrados - Peces - Cazones - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau119,Vertebrados - Peces - Cazones - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau120,Vertebrados - Peces - Cazones - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau121,Vertebrados - Peces - Lenguados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau122,Vertebrados - Peces - Lenguados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau123,Vertebrados - Peces - Lenguados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau124,Vertebrados - Peces - Lisas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau125,Vertebrados - Peces - Lisas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau126,Vertebrados - Peces - Lisas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau127,Vertebrados - Peces - Lobinas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau128,Vertebrados - Peces - Lobinas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau129,Vertebrados - Peces - Lobinas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau130,Vertebrados - Peces - Mantarrayas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau131,Vertebrados - Peces - Mantarrayas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau132,Vertebrados - Peces - Mantarrayas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau133,Vertebrados - Peces - Mojarras - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau134,Vertebrados - Peces - Mojarras - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau135,Vertebrados - Peces - Mojarras - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau136,Vertebrados - Peces - Pargos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau137,Vertebrados - Peces - Pargos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau138,Vertebrados - Peces - Pargos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau139,Vertebrados - Peces - Robalos - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau140,Vertebrados - Peces - Robalos - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau141,Vertebrados - Peces - Robalos - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau142,Vertebrados - Peces - Salmones - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau143,Vertebrados - Peces - Salmones - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau144,Vertebrados - Peces - Salmones - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau145,Vertebrados - Peces - Sardinas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau146,Vertebrados - Peces - Sardinas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau147,Vertebrados - Peces - Sardinas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau148,Vertebrados - Peces - Sierras - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau149,Vertebrados - Peces - Sierras - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau150,Vertebrados - Peces - Sierras - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau151,Vertebrados - Peces - Tiburones - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau152,Vertebrados - Peces - Tiburones - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau153,Vertebrados - Peces - Tiburones - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau154,Vertebrados - Peces - Tilapias - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau155,Vertebrados - Peces - Tilapias - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau156,Vertebrados - Peces - Tilapias - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau157,Vertebrados - Peces - Totoabas y corvinas - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau158,Vertebrados - Peces - Totoabas y corvinas - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau159,Vertebrados - Peces - Totoabas y corvinas - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau160,Vertebrados - Peces - Otro tipo de peces - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau161,Vertebrados - Peces - Otro tipo de peces - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau162,Vertebrados - Peces - Otro tipo de peces - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau163,Vertebrados - Peces - Peces no identificados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau164,Vertebrados - Peces - Peces no identificados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau165,Vertebrados - Peces - Peces no identificados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau166,Vertebrados - Otro tipo de vertebrados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau167,Vertebrados - Otro tipo de vertebrados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau168,Vertebrados - Otro tipo de vertebrados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau169,Vertebrados - Vertebrados no identificados - Ejemplares o unidades,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau170,Vertebrados - Vertebrados no identificados - Kilogramos,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umfau171,Vertebrados - Vertebrados no identificados - Otra unidad de medida,SECC IV. 28,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
