Entidad,Fecha,Cuenta
Veracruz,2019-06-01,9
Veracruz,2019-07-01,8
Veracruz,2019-08-01,8
Veracruz,2019-09-01,4
Veracruz,2019-10-01,10
Veracruz,2019-11-01,8
Veracruz,2019-12-01,9
Veracruz,2020-01-01,11
Veracruz,2020-03-01,14
Veracruz,2020-04-01,14
Veracruz,2020-05-01,15
Veracruz,2020-06-01,9
Veracruz,2020-07-01,9
Veracruz,2020-08-01,8
Veracruz,2020-09-01,12
Veracruz,2020-10-01,17
Veracruz,2020-11-01,15
Veracruz,2020-12-01,18
Veracruz,2021-01-01,8
Veracruz,2021-02-01,9
Veracruz,2021-03-01,14
Veracruz,2021-04-01,15
Veracruz,2021-05-01,5
Veracruz,2021-06-01,6
Veracruz,2021-07-01,16
Veracruz,2021-08-01,18
Veracruz,2021-09-01,8
Veracruz,2021-10-01,13
Veracruz,2021-11-01,11
Veracruz,2021-12-01,14
Veracruz,2022-01-01,3
Veracruz,2022-02-01,9
Veracruz,2022-03-01,4
Veracruz,2022-04-01,4
Veracruz,2022-05-01,4
Veracruz,2022-06-01,5
Veracruz,2022-07-01,13
Veracruz,2022-08-01,4
Veracruz,2022-09-01,2
Veracruz,2022-10-01,7
Veracruz,2022-11-01,1
Veracruz,2022-12-01,6
Veracruz,2023-01-01,4
Veracruz,2023-02-01,4
Veracruz,2023-03-01,8
Veracruz,2023-04-01,3
Veracruz,2023-05-01,10
Veracruz,2023-06-01,4
Veracruz,2023-07-01,6
Veracruz,2023-08-01,3
Veracruz,2023-09-01,8
Veracruz,2023-10-01,3
Veracruz,2023-11-01,4
Veracruz,2023-12-01,3
Yucatán,2017-01-01,1
Yucatán,2017-02-01,1
Yucatán,2017-03-01,1
Yucatán,2017-04-01,2
Yucatán,2017-06-01,1
Yucatán,2017-11-01,1
Yucatán,2018-02-01,1
Yucatán,2018-03-01,1
Yucatán,2018-06-01,1
Yucatán,2018-07-01,4
Yucatán,2019-04-01,1
Yucatán,2019-05-01,2
Yucatán,2019-07-01,2
Yucatán,2019-08-01,1
Yucatán,2019-12-01,1
Yucatán,2020-03-01,1
Yucatán,2020-08-01,1
Yucatán,2020-10-01,1
Yucatán,2021-02-01,1
Yucatán,2021-04-01,1
Yucatán,2021-05-01,1
Yucatán,2021-09-01,1
Yucatán,2021-10-01,1
Yucatán,2022-04-01,1
Yucatán,2022-05-01,2
Yucatán,2022-06-01,1
Yucatán,2022-10-01,1
Yucatán,2022-12-01,1
Yucatán,2023-02-01,1
Yucatán,2023-03-01,3
Yucatán,2023-04-01,1
Yucatán,2023-06-01,3
Yucatán,2023-07-01,2
Yucatán,2023-08-01,1
Yucatán,2023-10-01,1
Yucatán,2023-11-01,1
Yucatán,2023-12-01,1
Zacatecas,2017-02-01,1
Zacatecas,2017-03-01,1
Zacatecas,2017-05-01,2
Zacatecas,2017-07-01,2
Zacatecas,2017-09-01,1
Zacatecas,2017-11-01,1
Zacatecas,2017-12-01,3
Zacatecas,2018-03-01,2
Zacatecas,2018-05-01,3
Zacatecas,2018-06-01,4
Zacatecas,2018-08-01,2
Zacatecas,2018-09-01,1
Zacatecas,2018-10-01,1
Zacatecas,2018-11-01,1
Zacatecas,2018-12-01,5
Zacatecas,2019-04-01,2
Zacatecas,2019-07-01,1
Zacatecas,2019-08-01,1
Zacatecas,2019-09-01,1
Zacatecas,2019-11-01,2
Zacatecas,2019-12-01,1
Zacatecas,2020-01-01,1
Zacatecas,2020-02-01,1
Zacatecas,2020-03-01,3
Zacatecas,2020-04-01,9
Zacatecas,2020-05-01,5
Zacatecas,2020-07-01,1
Zacatecas,2020-12-01,1
Zacatecas,2021-01-01,1
Zacatecas,2021-05-01,1
Zacatecas,2021-06-01,2
Zacatecas,2021-07-01,3
Zacatecas,2021-09-01,1
Zacatecas,2021-10-01,1
Zacatecas,2022-01-01,2
Zacatecas,2022-02-01,1
Zacatecas,2022-03-01,1
Zacatecas,2022-04-01,1
Zacatecas,2022-05-01,1
Zacatecas,2022-07-01,1
Zacatecas,2022-08-01,1
Zacatecas,2022-10-01,2
Zacatecas,2022-12-01,1
Zacatecas,2023-01-01,1
Zacatecas,2023-07-01,1
Zacatecas,2023-10-01,1
Zacatecas,2023-12-01,1
